album,singer,song,lyric,written_by,genre
,Tedeschi Trucks Band, Made Up Mind,"I know you wish that you could see in my window,Wishing you could pull up the blind,And I'm wearing my robe made of flowers,Just me and my made up mind,I know you'd like to walk in my garden,And pull yourself up a big bouquet,You can smell the magnolias,But It's just like I told you: I'm in a higher place,I got a made up mind,I got a made up mind,And you're thinking I might break down in time,You're gonna find,I've got a made up mind,Well, you might have seen me out on the country,But you lost me at the crossroad sign,Yeah that was the old me and now you can't hold me,All cause of this made up mind,Now you're looking for me up in the basement,You can look down in the Milky Way,Oh, holler my name and I won't hear you,Cause I'm in a higher place,I got a made up mind,I got a made up mind,And you're thinking I might break down in time,You're gonna find,I've got a made up mind,I'm going higher,I'm not afraid,Licking my finger,Turning the page,Oh I got a made up mind,Its made up all the time,Sure as the moon as the stars gonna rise,I've got a made up mind,I've got a made up mind,Lord its a made up mind,I got a made up mind oh lord,Oh, lord,Now this talk is over,Lord and my mind is made up,My mind is made up
,
,
",,
,Tedeschi Trucks Band, These Walls,"She wakes up in the morning,To a kettle on the stove,Peeling wallpaper,House next to a dusty road,She prays, oh Lord,Don't let these walls fall down,'Cause she's got no money,But she works like hell,She loved him like a lady,Never did her too well,She prays, oh Lord,Don't let these walls fall down,'Cause it's been so damn hard,Since her man left town,Says, I've been thinking,'Bout you, baby,For such a long, long time,She can't help but wonder,On those rainy Saturdays,Where he is and where he's been,Is another trapped in his haze?,She prays, oh Lord,Don't let these walls fall down,'Cause she's not lonely,And she's learned to get along,How many years will it take,Before he is really gone?,She prays, oh Lord,Don't let these walls fall down,'Cause it's been so damn hard,Since her man left town,Says, I've been thinking,'Bout you, baby,For such a long, long time
,
,
",,
,Tedeschi Trucks Band, Part Of Me,"I wasnt sure,If you coming back to me,All of your loving,The plans you wrote our sweet melody,These are the days,The days that reflect in from the times that we had,Im going away all the love,Until the day when you come home,Dont you know Ill never love another friend?,All my love for you,Search the world, Ill find you,Another man of your kind,And say all the years attending me,I was on a rough patch,When I realized I looked back,And I knew what I saw,I saw you play a song for me,You brought me to tears,You brought me people,Dropped me to my knees,It was love, love for real,It was something that Id never feel,Dont you know Ill never love another friend?,All my love for you,Search the world, Ill find you,Another man of your kind,And say all the years attending me,Together we fall,And we left the storm behind,You gave me shelter,And it helped her pass the time,I dont wanna wait,I dont wanna let you pass me by,Dont you know Ill never love another friend?,All my love for you,Search the world, Ill find you,Another man of your kind,And say all the years attending me,Dont you know Ill never love another friend?,All my love for you,Search the world, Ill find you,Another man of your kind,And say all the years attending me,You set me free,Dont you know Ill never love another friend?,Dont you know that youre the only one?,All my love for you,Search the world, Ill find you,Another man of your kind,And say all the years attending me,Dont you know that youre a part of me?
,
,
",,
,Tedeschi Trucks Band, All That I Need,"You've given me faith,But love isn't fearful,You found the words,That I couldn't say,You touched my hand when I walked away,Just when I though you were gone,You came back, back in my life like a song,You, you're all I want,And all that I need,Time's wasting away,I'm down on my knees,Love is all we need be,Another day feeling sorrow,There's nothing to lose,There's always tomorrow,And with this hand in here,I found my way,Just when I though you were gone,You came back, back in my life like a song,You, you're all I want,And all that I need,And when you smile,Smile with your heart,It's plain to see,From the brother which we passed,I can see it clear as glass,There is eternity,In the things we cannot see,Fort the answer lies,Within a simple grain of sand,Just when I though you were gone,You came back, back in my life like a song,You, you're all I want,And all that I need,Time's wasting away,I'm down on my knees,Time's wasting away,And when you smile,Smile with your heart,It's plain to see
,
,
",,
,Tedeschi Trucks Band, Shrimp And Grits," ,
,
,
",,
,Tedeschi Trucks Band, Bound for Glory,"Tell your story,Roll the truth around your head,Bound for glory,I ain't getting out of this bed,The sun comes struggling on,Yesterday's dead and gone,Tell your story,Put the night back in your veins,Bound for glory,I ain't coming to again,The sun comes struggling on,Yesterday's dead and gone,And I feel I'm bound for glory,Dreaming in a cowboy song,I feel I'm bound for glory,Can you feel it?,Bound for glory!,Can you feel it?,Glory bound!
,
,
",,
,Tedeschi Trucks Band, Shelter,"They made their promises,Then they walked away,Fair-weather friends,Are gone for good,You never cared about,What others had to say,And through it all,You understood,You are my prayer in times of trouble,I'll be your answer when you call,Shelter you, shelter me,Wake up, but keep dreaming,That you were born to fly,When your heart is heavy,Like a stone,I'll lift your burden high,Until you realize,That through the storm,You soldiered on,You showed me that your actions,Speak louder than your words
,
,
",,
,Tedeschi Trucks Band, Ball And Chain,"Hallelujah, we got some rain,Yeah, we prayed for mud,To the low ground of yesterday,Comes the flood,I'm so lucky,My pride and joy,Is my ball and chain,And they're one and the same,Thought I was bound to get away,Now I'm just bound,I don't mind when the hurricane,Comes around
,
,
",,
,Teddy Geiger, Lie Tonight (WE USed TWO),"It's been weeks since we talked out loud,Anything I hear that I think about,Every time I feel something up or down,It'll be about you,It's an illusionist thing that I could do,I'll just take a cruise off and coast off into space,Find a place to stay, a lil' change of scenery,Still all this change remains the same,But we can lie tonight,Forget I'm not yours and you're not mine,And we'll fall asleep here,You know how we used to,There's a feeling that I can't let out,The one where my head is spun around,And all my insides are falling out,Dangerously romantic,'Cause if time is so bruised up, illusion,That's what I confused with is that what I want?,Losing for the truth, waste away the future,I know we belong where we both are,But we can lie tonight,Forget I'm not yours and you're not mine,And we'll fall asleep here,You know how we used to,We can lie tonight,Let the morning fill the sky,And still be sleeping,You know how we used to,So deep in love with you,But we can lie tonight,(Yeah),Forget I'm not yours and you're not mine,(Let the morning fill the sky),And we'll fall asleep here,You know how we used to,(You know how we used to do),We can lie tonight,(We can lie tonight),Let the morning fill the sky,(Oh, let the morning fill the sky),And still be sleeping,(Yeah),You know how we used to,(You know how we used to, yeah)
,
,
",,
,"Teddy Geiger,Kidz Bop,For You I Will (Confidence)", For You I Will (Confidence),"Wandering the streets in a world underneath it all,Nothing seems to be, nothing tastes as sweet as what I can't have,Like you and the way that you're twisting your hair round your finger,Tonight I'm not afraid to tell you what I feel about you,Oh I'm gonna muster every ounce of confidence I have,And cannon ball into the water,I'm gonna muster every ounce of confidence I have,For you I will,For you I will,Forgive me if I st-stutter from all of the clutter in my head,'Cause I could fall asleep in those eyes like a water bed,Do I seem familiar? I've crossed you in hallways a thousand times,No more camouflage, I want to be exposed and not be afraid to fall,Oh I'm gonna muster every ounce of confidence I have,And cannon ball into the water,I'm gonna muster every ounce of confidence I have,For you I will,You always want what you can't have,But I've got to try,I'm gonna muster every ounce of confidence I have,For you I will,For you I will,For you I will,For you,If I could dim the lights in the mall and create a mood, yeah I would,Shout out your name so it echoes in every room, yeah,That's what I'd do,That's what I'd do,To get through to you, yeah,Oh I'm gonna muster every ounce of confidence I have,And cannon ball into the water,I'm gonna muster every ounce of confidence I have,For you I will,You always want what you can't have,But I've got to try,I'm gonna muster every ounce of confidence I have,For you I will,For you I will,For you I will,For you I will
,
,
",,
,Tedeschi Trucks Band, Until You Remember,"Every night I pray,That you'll come back today,And hold me like you used to do,Every night I spent,Just waiting on your scent,Needing just a trace of you,Well, I know it ain't refined,But I'll hold your place in line,Until you remember that you're mine,It's not my first mistake,I'm sleeping wide awake,You know I can't think straight about you,And it's nothing that I planned,To let you slip through my hands,I'm burning with a love that's turned blue
,
,
",,
,"Teddy Geiger,These Walls", These Walls,"I can't believe what is in front of me,The water's rising up to my knees,And I can't figure out,How the hell I wound up here,Everything seemed okay when I started out the other day,Then the rain came pouring down,And now I'm drowning in my fears,And as I watch the setting sun,I wonder if I'm the only one,'Cause everybody tries to put some love on the line,And everybody feels a broken heart sometimes,And even when I'm scared I have to try to fly,Sometimes I fall,But I've seen it done before,I gotta step outside these walls,I've got no master plan to help me out,Or make me stand up for,All the things that I really want,You had me too afraid to ask,And as I look ahead of me,I cry and pray for sanity,'Cause everybody tries to put some love on the line,And everybody feels a broken heart sometimes,And even when I'm scared I have to try to fly,Sometimes I fall,But I've seen it done before,I gotta step outside these walls,These walls can't be my haven,These walls can't keep me safe here,And now I guess I gotta let them down,'Cause everybody tries to put some love on the line,And everybody feels a broken heart sometimes, yeah,Even when I'm scared I have to try to fly,Sometimes I fall,But I've seen it done before,I got to break out...,I got to break out...,I got to step outside these walls,Love outside these walls,I feel my heart breaking,But its a brand new day,I'm going down,I'm stepping out,I'm stepping outside,These walls,(I've seen it done before.. I'm walking on, I'll walk it off, oh I'm moving on)
,
,
",,
,"Teddy Geiger,These Walls", These Walls,"I can't believe what is in front of me,The water's rising up to my knees,And I can't figure out,How the hell I wound up here,Everything seemed okay when I started out the other day,Then the rain came pouring down,And now I'm drowning in my fears,And as I watch the setting sun,I wonder if I'm the only one,'Cause everybody tries to put some love on the line,And everybody feels a broken heart sometimes,And even when I'm scared I have to try to fly,Sometimes I fall,But I've seen it done before,I gotta step outside these walls,I've got no master plan to help me out,Or make me stand up for,All the things that I really want,You had me too afraid to ask,And as I look ahead of me,I cry and pray for sanity,'Cause everybody tries to put some love on the line,And everybody feels a broken heart sometimes,And even when I'm scared I have to try to fly,Sometimes I fall,But I've seen it done before,I gotta step outside these walls,These walls can't be my haven,These walls can't keep me safe here,And now I guess I gotta let them down,'Cause everybody tries to put some love on the line,And everybody feels a broken heart sometimes, yeah,Even when I'm scared I have to try to fly,Sometimes I fall,But I've seen it done before,I got to break out...,I got to break out...,I got to step outside these walls,Love outside these walls,I feel my heart breaking,But its a brand new day,I'm going down,I'm stepping out,I'm stepping outside,These walls,(I've seen it done before.. I'm walking on, I'll walk it off, oh I'm moving on)
,
,
",,
,Teddy Geiger, All I Want For Christmas Is You,"There's just one thing I need ,I don't care about the presents ,Underneath the Christmas tree ,I just want you for my own ,More than you could ever know ,Make my wish come true ,All I want for Christmas is... ,You ,I don't want a lot for Christmas ,There's just one thing I need ,I don't care about the presents ,Underneath the Christmas tree ,I don't need to hang my stocking ,There upon the fireplace ,Santa Claus won't make me happy ,With a toy on Christmas day ,I just want you for my own ,More than you could ever know ,Make my wish come true ,All I want for Christmas is you ,You baby ,I won't ask for much this Christmas ,I don't even wish for snow ,I'm just gonna keep on waiting ,Underneath the mistletoe ,I won't make a list and send it ,To the North Pole for Saint Nick ,I won't even stay awake to ,Hear those magic reindeers click ,'Cause I just want you here tonight ,Holding on to me so tight ,What more can I do ,Baby all I want for Christmas is you ,Ooh baby ,All the lights are shining ,So brightly everywhere ,And the sound of children's ,Laughter fills the air ,And everyone is singing ,I hear those sleigh bells ringing ,Santa won't you bring me the one I really need ,Won't you please bring my baby to me... ,Oh I don't want a lot for Christmas ,This is all I'm asking for ,I just want to see my baby ,Standing right outside my door ,Oh I just want you for my own ,More than you could ever know ,Make my wish come true ,Baby all I want for Christmas is... ,You ,All I want for Christmas is you... baby (repeat and fade)
,
,
",,
