album,singer,song,lyric,written_by,genre
,Udo Lindenberg, Woddy Woddy Wodka,"An 'nem schönen Montag morgen,lag ein toter Mann am Strand,In dessen Nähe man einen - Astronautenanzug fand,Aber schon nach dreieinhalb Tagen,alles klar auf Golgatha - war er wieder auferstanden,Freitag abend an der Bar,Woddy Woddy Wodka war sein Treibstoff,und und und jetzt flutet er die Tanks,Es ist wieder wie Apollo 13,und er fühlt sich wie Tom Hanks,Zu den fernen, zu den Sternen,in das kosmisch helle Licht,wo das Weltall ihn erleuchtet,und der Wahnsinn zu ihm spricht,Denn hier unten bei den Normalos,nee, da hält er's nicht mehr aus,Nur da oben bei Daniel Düse,ist sein wirkliches Zuhaus,Woddy Woddy Wodka war sein Treibstoff,und und und jetzt flutet er die Tanks,Es ist wieder wie Apollo 13,und er fühlt sich wie Tom Hanks,Woddy Woddy Wodka war sein Name,Woddy Woddy Wodka und er sprach:,Ich zisch' jetzt erstmal locker durch die Decke,immer schön der NASA nach,Woddy Woddy Wodka war sein Name,und irgendwann, da schleudert er extrem,Hello, here is Houston, Ground Control,Are you having a problem, ein Alkoholproblem,No no no no, alles roger!,Woddy Woddy Wodka war sein Name,Woddy Woddy Wodka und er sprach:,Ich zisch' jetzt erstmal locker durch die Decke,immer schön der NASA nach,immer schön der NASA nach
,
,
",,
,Udo Lindenberg,Wenn Du Durchhängst,"Wenn der Tag zuende geht,und du hängst allein zu Haus,und du weißt nicht wie es weitergeht,,musst du wissen, jederzeit,,ich bin immer startbereit,,denn für uns ist es doch nie zu spät...,Ganz egal wo ich grad bin,,schon komm ich rüber:,Wenn du durchhängst,gibts nicht Stärkeres als uns zwei,,wir halten fest zusammen.,Alles andere,geht uns am Arsch vorbei,,am Arsch vorbei...,Wieviel Jahre sind wir jetzt,schon durch diese Welt gefetzt,,Komplizen, die wir immer waren.,Haben uns locker angestellt,an der Achterbahn der Welt,und sind eigentlich immer sehr gut gefahren.,Mal gings ab, mal waren wir down,,aber nichts hat uns umgehauen:,Wenn du durchhängst,gibts nicht Stärkeres als uns zwei,,wir halten fest zusammen.,Alles andere,geht uns am Arsch vorbei,,Ey das ist doch klare Sache...,Wie zwei so Typen an der Autobahn,,halten den Daumen in den Wind.,Es wurde Zeit mal wieder los zu fahren,weil wir beide ganz weit vorne sind.,Wenn du ein Freund hast,,einen Komplizen so wie mich,,dann drehen wir schon die Dinger.,Wenn du durchhängst,gibts nicht Stärkeres als uns zwei,,wir halten fest zusammen.,Alles andere,geht uns am Arsch vorbei,,am Arsch vorbei...,Wenn du durchhängst,mehr geht nicht als wir Zwei,,dann sag ich: ""Bleib mal cool"".,Selbst der härteste Scheiß,geht irgendwann wieder vorbei...
,
,
",,
,Udo Lindenberg, Was Hat Die Zeit Mit Uns Gemacht,"Der Winter kommt,,der erst Schnee der fällt,auf unser heißes Herz, ,das hab ich nicht bestellt!,Polare Zeiten nah'n, das ist nicht meine Welt.,Auf dieser Autobahn,,lass uns nicht weiterfahr'n,Die letzte Ausfahrt hier-,Ey komm die nehmen wir.,Da ist die letzte Bar, ist der letzte Drink,Vor der Grenze da.,Was hat die Zeit mit uns gemacht?,Was ist denn bloß aus uns geworden?,Was hat die Zeit mit uns gemacht?,Ein eisiger Wind treibt uns nach Norden.,In so ein Land wo weit und breit,,Ist es ein Schweigen oder streiten,Da will ich nicht hin, das macht uns kaputt.,Der Himmel über uns,,früher war der blau.,Heut steh'n Fabriken da,,sie produzieren grau,Nur noch die Frabe grau.,Ich kann es nicht mehr seh'n. ,Ey, tu mir das nicht an,,ich krieg ja so'nen Hals.,Egal was ich auch sag,,alles verstehst du falsch,Dabei möchte ich doch so gern,,wir sind doch beide vom selben Stern! ,Was hat die Zeit mit uns gemacht?,Was ist denn bloß aus uns geworden?,Was hat die Zeit mit uns gemacht?,Ein eisiger Wind treibt uns nach Norden.,In so ein Land wo weit und breit,,Ist es ein Schweigen oder streiten,Da will ich nicht hin, das macht uns kaputt.,Da will ich nicht hin,,das macht mich kaputt. ,Ich lieb dich immer noch. ,Was hat die Zeit mit uns gemacht?,Das kann doch echt nicht unser Ding sein.,Was hat die Zeit mit uns gemacht?,Den ganzen Blues zieh ich mir nicht rein.,Wir sind doch nicht so wie die ander'n,,die sich mal lieben und dann weiterwandern.,Ey, das weißt du doch:,Ich lieb dich immer noch.,Was hat die Zeit mit uns gemacht?,Was haben wir beide falsch gemacht? ,Ich lieb dich immer noch.,Haben uns're Liebe umgebracht.,Ich lieb dich immer noch.
,
,
",,
,Vintage Trouble, Run Like The River,"One hopeful road,That my Mamma showed to me,From the moment I first standed,I didn't know,Back there and then she released me free,From that patched up shackle down my Pa was handed,She said Tyrone,Go be the King you're meant to be,Like a stone roll on your mission,Hurry now son,There are songs need to be sung,And you're the one to which the heart it is releasin',Mother said run Baby Run,Go ahead run Baby run,Mother said run Baby run,Run like the river,As wheels do turn,Is how I go you all sure should know,As flames do burn I am ignited,Towards the wind,With squinted eyes I look ahead,'Cos in the end they're all behind me long been ridin',Mother said run Baby Run,Go ahead run Baby run,Mother said run Baby run,Run like the river,Like the river,Mother said run Baby Run,Go ahead run Baby run,Mother said run Baby run,Run like the river,Run like the river,Run like the river,Run like the river
,
,
",,
,Vintage Trouble, My Heart Won't Fall Again,"Nevermore will I be the one who cries,Nevermore will I be the one who crawls,Nevermore will I be the one who dies,From the knives that you're throwing,Nevermore will I be the one who breaks,I am done being the deaf and blind,Nevermore will I make the same mistake,The mistake of not knowing,Where I'm going,Well, I tripped and I fell,Right under your spell,Your eyes they lured me in,I was hypnotized and mesmerized,But I swear to you,My heart won't fall again,Nevermore will I be the one who waits,No more am I your holding call,Nevermore will I be the one who hates,Hates himself for loving you,Nevermore will I be the one who hopes,On the day you finally come around,Nevermore will I be the one who copes,With the fire you're dragging me through,I'm letting loose,Well, I tripped and I fell,Right under your spell,Your eyes they lured me in,I was hypnotized and mesmerized,But I swear to you,My heart won't fall again,My heart won't fall again,My heart done fallin',Well, I tripped and I fell,Right under your spell,Your eyes they lured me in,I was hypnotized,I was mesmerized,But I swear to you, my heart won't fall again,I swear to you, my heart won't fall again,I swear to you, my heart won't fall again, baby,I swear to you, my heart won't fall again,I swear it,I swear it,I'm swearing,No no more,No no more, woah,No no more,No no more, woah,I swear it,I swear it,I swear that,My heart won't fall again
,
,
",,
,Vintage Trouble," Angel City, California","I'm living down in Angel City, California,Is where I found this soul I now call mine,And I'm strutting up the streets that I was born 'ta,I'm saying down in Angel City, I am I,Y'all all hear me,Down in Angel City, I am I,So I was told,Never roll to Hollywood,""Hell no don't go"",Is what my people said,What they say ain't real,You'll only be misunderstood,Your road will be mislead,And there are silver lakes and boulevards,Sunsets and sidewalk stars,Down in Angel City, California,That's where I found this soul I now call mine,And I'm strutting up the streets that I was born 'ta,I'm saying down in Angel City, I am I,Y'all all hear me,Down in Angel City,I am I I get high in it,I fly on the ride of it,Yeah Like night and day,Is how it is from what they say,What they put down's,Come over me,Every corner turns,An old school lesson learned,And a new age fantasy,And there are crystal mountain canyons,Nice view from where I'm standing,Down in Angel City, California,That's where I found this soul I now call mine,And I'm strutting up the streets that I was born 'ta,I'm saying down in Angel City, I am I,Y'all all hear me,Down in Angel City, I am I,They say don't go,But they don't know,That I am I,Hear me now,Blow your speakers out,I am I,Down in Angel City
,
,
",,
,Walter Trout, Blues For My Baby,"I got the blues for my baby...,and I wish that she'd come back home,Got the blues for my baby...,and I wish that she'd come back home,(It) seems like such a long time...,since my little girl,since my little girls been gone...,I call my baby on the telephone,and I tell her that I feel so bad,And she said Listen to me Walter,I'm sorry that you feel so sad,I got the blues for my baby...,and I wish that she'd come back home,I feel so lonesome without her, ayeah-et...,since my little girls been gone, been gone...,I'ma play a little bit now...,keep it in the alley fellas...,I call my baby last night,and I asked her what was wrong,And I told her that I feel so bad,wha-af, since she been gone,And I got the blues for my baby...,Lord I wish she'd come back home,'Cause I feel so bad, feel so bad...,since my girl, since she been gone...,Take it home fellas...
,
,
",,
,Walter Trout, Recovery,"I let you in my life,And you took all control,And I gave you my body,You quickly took my soul,And I lost all my friends,I even lost my family,I lost my family,And now I'm trying to recover,For what I let you do to me,I let you do to me,And one day I hit the bottom,I had nowhere else to go,At first I tried to deny it,That I could ever sink so low,My self respect was gone,And you know I finally had to see,Yes I finally had to see,And now I'm trying to find my way back,From what I let you do to me,From what I let you do to me,And I know I always will be,I'll always be in recovery,Yes I will,And I always will be,I'll always be in recovery,In recovery,I know I never will be free,You'll always be a part of me,You'll always be a part of me,Yes you will,No it's one day at a time,I just try to make it through,And sometime I get the craving,And I stop and think of you,And I find my self remembering,I remember how it use to be,I remember how it use to be,And as long as I ever living,I know, I know I never will be free,I never will be free,And I always will be in recovery,I'll be in recovery, I'll be in recovery,I'll always gonna be,Yes I'll always gonna be in recovery
,
,
",,
,Vintage Trouble, Another Man's Words,"Tell me again what it was that he told you,Where was my hand in this red cry,How did he say that I kissed your shoulder,Never mind and besides did it ever occur to you,Never mind and besides did it ever occur to you,That the wrong that he said was done,I could never do,Tell me why would you believe,Another mans words over mine,Tell me why would you believe,Another mans words over mine,Wasnt it I who cradled your crying,Where was he when the stars fell down,Tell me where he when the sun stopped shining,Never mind and besides did it ever cross those blinded eyes,Never mind and besides did it ever cross those blinded eyes,Never mind and besides did it ever cross those blinded eyes,That he was pushing me out,So that he could slip inside,Tell me why would you believe,Another mans words over mine,Tell me why would you believe,Another mans words over mine,Tell me why would you believe,Another mans words over mine,Tell me why would you believe,Another mans words over mine,Over mine,Tell me why,Over mine
,
,
",,
,Vintage Trouble, Shows What You Know,"Nevermore will I be the one who cries,Nevermore will I be the one who crawls,Nevermore will I be the one who dies,From the knives that you're throwing,Nevermore will I be the one who breaks,I am done being the deaf and blind,Nevermore will I make the same mistake,The mistake of not knowing,Where I'm going,Well, I tripped and I fell,Right under your spell,Your eyes they lured me in,I was hypnotized and mesmerized,But I swear to you,My heart won't fall again,Nevermore will I be the one who waits,No more am I your holding call,Nevermore will I be the one who hates,Hates himself for loving you,Nevermore will I be the one who hopes,On the day you finally come around,Nevermore will I be the one who copes,With the fire you're dragging me through,I'm letting loose,Well, I tripped and I fell,Right under your spell,Your eyes they lured me in,I was hypnotized and mesmerized,But I swear to you,My heart won't fall again,My heart won't fall again,My heart done fallin',Well, I tripped and I fell,Right under your spell,Your eyes they lured me in,I was hypnotized,I was mesmerized,But I swear to you, my heart won't fall again,I swear to you, my heart won't fall again,I swear to you, my heart won't fall again, baby,I swear to you, my heart won't fall again,I swear it,I swear it,I'm swearing,No no more,No no more, woah,No no more,No no more, woah,I swear it,I swear it,I swear that,My heart won't fall again
,
,
",,
